order_id,amount,profit,quantity,category,sub_category,paymentmode,order_date,customername,state,city,first_name,last_name
B-25842,1248,584,13,Office Supplies,Pens,EMI,2024-01-22,Christina Conner,Ohio,Columbus,Christina,Conner
B-25842,1248,584,13,Office Supplies,Pens,EMI,2022-12-27,Luis Luna,California,San Francisco,Luis,Luna
B-25842,3669,154,14,Office Supplies,Markers,EMI,2024-01-22,Christina Conner,Ohio,Columbus,Christina,Conner
B-25842,3669,154,14,Office Supplies,Markers,EMI,2022-12-27,Luis Luna,California,San Francisco,Luis,Luna
B-25842,514,109,15,Office Supplies,Paper,Debit Card,2024-01-22,Christina Conner,Ohio,Columbus,Christina,Conner
B-25842,514,109,15,Office Supplies,Paper,Debit Card,2022-12-27,Luis Luna,California,San Francisco,Luis,Luna
B-25851,3273,85,16,Electronics,Phones,UPI,2024-03-30,Julie Chavez,Ohio,Cincinnati,Julie,Chavez
B-25427,5035,2008,2,Furniture,Chairs,COD,2020-04-04,Richard Blair,Florida,Miami,Richard,Blair
B-25427,7702,60,19,Electronics,Printers,UPI,2020-04-04,Richard Blair,Florida,Miami,Richard,Blair
B-25427,9884,4446,7,Electronics,Printers,EMI,2020-04-04,Richard Blair,Florida,Miami,Richard,Blair
B-26224,5564,175,11,Electronics,Laptops,COD,2023-01-22,Mitchell Lester,Illinois,Chicago,Mitchell,Lester
B-26224,5564,175,11,Electronics,Laptops,COD,2022-04-12,Mr. John Tyler PhD,Texas,Houston,Mr.,John Tyler PhD
B-26224,5564,175,11,Electronics,Laptops,COD,2023-12-13,Juan Kelly,Florida,Miami,Juan,Kelly
B-26224,3953,1776,15,Electronics,Electronic Games,UPI,2023-01-22,Mitchell Lester,Illinois,Chicago,Mitchell,Lester
B-26224,3953,1776,15,Electronics,Electronic Games,UPI,2022-04-12,Mr. John Tyler PhD,Texas,Houston,Mr.,John Tyler PhD
B-26224,3953,1776,15,Electronics,Electronic Games,UPI,2023-12-13,Juan Kelly,Florida,Miami,Juan,Kelly
B-26896,6488,1591,18,Electronics,Printers,EMI,2023-05-24,Morgan Mccarthy,Texas,Dallas,Morgan,Mccarthy
B-26896,6488,1591,18,Electronics,Printers,EMI,2020-11-29,Morgan Sullivan,Texas,Houston,Morgan,Sullivan
B-26469,7856,3699,17,Electronics,Electronic Games,UPI,2021-03-24,Eric Clark,Florida,Orlando,Eric,Clark
B-26469,1165,51,3,Office Supplies,Pens,EMI,2021-03-24,Eric Clark,Florida,Orlando,Eric,Clark
B-26219,9386,2555,20,Office Supplies,Markers,Credit Card,2020-08-19,Mark Padilla,California,San Diego,Mark,Padilla
B-26219,9386,2555,20,Office Supplies,Markers,Credit Card,2022-10-20,Anthony Lane,Ohio,Cleveland,Anthony,Lane
B-26119,3956,142,12,Office Supplies,Pens,Debit Card,2023-09-20,Jeffrey Henderson,Florida,Tampa,Jeffrey,Henderson
B-26119,3956,142,12,Office Supplies,Pens,Debit Card,2024-12-26,Michelle Hardy,Texas,Dallas,Michelle,Hardy
B-26119,6449,2628,11,Furniture,Bookcases,EMI,2023-09-20,Jeffrey Henderson,Florida,Tampa,Jeffrey,Henderson
B-26119,6449,2628,11,Furniture,Bookcases,EMI,2024-12-26,Michelle Hardy,Texas,Dallas,Michelle,Hardy
B-26988,6255,437,18,Office Supplies,Markers,COD,2021-12-03,Ms. Barbara Cervantes,New York,Rochester,Ms.,Barbara Cervantes
B-26988,2109,681,20,Electronics,Electronic Games,UPI,2021-12-03,Ms. Barbara Cervantes,New York,Rochester,Ms.,Barbara Cervantes
B-25596,6707,1041,20,Electronics,Phones,Credit Card,2021-09-14,Steven Proctor,Texas,Austin,Steven,Proctor
B-26845,7633,184,13,Office Supplies,Pens,COD,2021-09-30,Shannon Patterson,Illinois,Springfield,Shannon,Patterson
B-25099,975,224,18,Office Supplies,Pens,COD,2021-12-22,William Valdez,California,San Diego,William,Valdez
B-25099,4492,1450,7,Furniture,Tables,EMI,2021-12-22,William Valdez,California,San Diego,William,Valdez
B-25099,7957,2834,12,Furniture,Chairs,UPI,2021-12-22,William Valdez,California,San Diego,William,Valdez
B-26153,4906,975,7,Furniture,Tables,Debit Card,2022-05-18,Laura Yu,Texas,Houston,Laura,Yu
B-25060,1379,250,3,Office Supplies,Pens,Credit Card,2020-10-08,Jonathan Mcmillan,New York,Buffalo,Jonathan,Mcmillan
B-25060,4244,340,10,Electronics,Laptops,Debit Card,2020-10-08,Jonathan Mcmillan,New York,Buffalo,Jonathan,Mcmillan
B-26572,5911,2333,14,Furniture,Bookcases,EMI,2022-08-20,Austin Davis,California,San Diego,Austin,Davis
B-26572,5911,2333,14,Furniture,Bookcases,EMI,2024-11-25,Mark Roy,California,San Francisco,Mark,Roy
B-26572,1818,738,11,Office Supplies,Markers,EMI,2022-08-20,Austin Davis,California,San Diego,Austin,Davis
B-26572,1818,738,11,Office Supplies,Markers,EMI,2024-11-25,Mark Roy,California,San Francisco,Mark,Roy
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,2020-09-30,Jillian Williams,California,San Diego,Jillian,Williams
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,2025-02-20,Rebekah Carter,Florida,Orlando,Rebekah,Carter
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,2022-03-20,Jonathan Reed,California,San Francisco,Jonathan,Reed
B-25919,2670,1026,1,Electronics,Laptops,Debit Card,2020-09-30,Jillian Williams,California,San Diego,Jillian,Williams
B-25919,2670,1026,1,Electronics,Laptops,Debit Card,2025-02-20,Rebekah Carter,Florida,Orlando,Rebekah,Carter
B-25919,2670,1026,1,Electronics,Laptops,Debit Card,2022-03-20,Jonathan Reed,California,San Francisco,Jonathan,Reed
B-26978,1108,167,18,Electronics,Laptops,Debit Card,2025-03-07,Roger Harris,Illinois,Springfield,Roger,Harris
B-26978,9776,3750,9,Office Supplies,Binders,UPI,2025-03-07,Roger Harris,Illinois,Springfield,Roger,Harris
B-26978,535,72,6,Furniture,Bookcases,COD,2025-03-07,Roger Harris,Illinois,Springfield,Roger,Harris
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,2024-06-16,Louis Jimenez,Florida,Tampa,Louis,Jimenez
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,2020-11-21,Jessica Jones,Illinois,Peoria,Jessica,Jones
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,2024-10-01,Renee Gomez,Florida,Miami,Renee,Gomez
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,2024-07-01,Connie Olson,Texas,Houston,Connie,Olson
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,2024-06-16,Louis Jimenez,Florida,Tampa,Louis,Jimenez
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,2020-11-21,Jessica Jones,Illinois,Peoria,Jessica,Jones
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,2024-10-01,Renee Gomez,Florida,Miami,Renee,Gomez
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,2024-07-01,Connie Olson,Texas,Houston,Connie,Olson
B-26883,9751,2459,13,Office Supplies,Pens,COD,2020-11-23,Christian Jones,New York,Buffalo,Christian,Jones
B-25423,6385,2656,11,Electronics,Printers,Credit Card,2023-03-18,Matthew Kelley,Florida,Orlando,Matthew,Kelley
B-25423,6385,2656,11,Electronics,Printers,Credit Card,2022-10-19,Candace Martinez,Florida,Tampa,Candace,Martinez
B-26324,6355,1335,15,Electronics,Electronic Games,Debit Card,2023-08-31,Jacob Mann,Texas,Austin,Jacob,Mann
B-26324,6355,1335,15,Electronics,Electronic Games,Debit Card,2021-06-06,Keith Reese,Texas,Austin,Keith,Reese
B-26945,7377,320,15,Electronics,Printers,Debit Card,2022-12-21,Aaron Jones,Texas,Austin,Aaron,Jones
B-26945,2054,371,12,Office Supplies,Markers,EMI,2022-12-21,Aaron Jones,Texas,Austin,Aaron,Jones
B-26405,7497,319,18,Furniture,Chairs,COD,2024-02-12,Christopher Brooks,Illinois,Peoria,Christopher,Brooks
B-26046,2565,983,20,Electronics,Electronic Games,Debit Card,2022-12-05,Charles Moore,Florida,Miami,Charles,Moore
B-26046,5024,1544,19,Office Supplies,Pens,COD,2022-12-05,Charles Moore,Florida,Miami,Charles,Moore
B-25746,8243,1346,15,Office Supplies,Binders,Debit Card,2021-04-04,Manuel Walls,Texas,Houston,Manuel,Walls
B-25232,7792,1403,13,Office Supplies,Paper,UPI,2021-02-12,Darren Moore,Illinois,Peoria,Darren,Moore
B-25232,7792,1403,13,Office Supplies,Paper,UPI,2022-12-27,Stephanie Thomas,New York,Rochester,Stephanie,Thomas
B-25232,7792,1403,13,Office Supplies,Paper,UPI,2024-01-19,Kristy Hernandez,California,San Diego,Kristy,Hernandez
B-25232,2346,388,14,Furniture,Chairs,Debit Card,2021-02-12,Darren Moore,Illinois,Peoria,Darren,Moore
B-25232,2346,388,14,Furniture,Chairs,Debit Card,2022-12-27,Stephanie Thomas,New York,Rochester,Stephanie,Thomas
B-25232,2346,388,14,Furniture,Chairs,Debit Card,2024-01-19,Kristy Hernandez,California,San Diego,Kristy,Hernandez
B-25591,7346,1043,10,Furniture,Sofas,Credit Card,2022-12-25,Randy Johnson,Ohio,Columbus,Randy,Johnson
B-25591,9770,4132,7,Electronics,Electronic Games,UPI,2022-12-25,Randy Johnson,Ohio,Columbus,Randy,Johnson
B-25591,7179,683,13,Electronics,Laptops,Credit Card,2022-12-25,Randy Johnson,Ohio,Columbus,Randy,Johnson
B-26325,5449,2389,2,Electronics,Phones,UPI,2022-10-06,James Benitez,Florida,Miami,James,Benitez
B-25251,2895,104,6,Furniture,Chairs,COD,2020-04-27,Donald York,New York,Buffalo,Donald,York
B-25251,2895,104,6,Furniture,Chairs,COD,2024-05-13,Tiffany Parker,Texas,Houston,Tiffany,Parker
B-25251,697,116,1,Furniture,Chairs,UPI,2020-04-27,Donald York,New York,Buffalo,Donald,York
B-25251,697,116,1,Furniture,Chairs,UPI,2024-05-13,Tiffany Parker,Texas,Houston,Tiffany,Parker
B-25464,6145,1414,4,Furniture,Chairs,COD,2020-10-23,Melissa Mcknight,California,Los Angeles,Melissa,Mcknight
B-25464,2504,440,18,Electronics,Printers,UPI,2020-10-23,Melissa Mcknight,California,Los Angeles,Melissa,Mcknight
B-25464,3124,138,16,Electronics,Phones,Debit Card,2020-10-23,Melissa Mcknight,California,Los Angeles,Melissa,Mcknight
B-26678,6934,1226,1,Electronics,Electronic Games,Debit Card,2021-06-11,Mr. Jack Mercado,Ohio,Cincinnati,Mr.,Jack Mercado
B-26678,6934,1226,1,Electronics,Electronic Games,Debit Card,2021-09-08,Christian Jones,New York,Rochester,Christian,Jones
B-25962,4202,1171,3,Office Supplies,Markers,COD,2022-11-23,Rachel Fisher,Illinois,Peoria,Rachel,Fisher
B-25962,4202,1171,3,Office Supplies,Markers,COD,2022-10-31,Donald Moore,New York,Rochester,Donald,Moore
B-25962,4202,1171,3,Office Supplies,Markers,COD,2023-11-06,William Wu,Florida,Tampa,William,Wu
B-25962,4202,1171,3,Office Supplies,Markers,COD,2023-11-12,Jesus Zuniga,Texas,Houston,Jesus,Zuniga
B-26586,2239,828,1,Electronics,Printers,UPI,2023-06-26,Michael Gallegos,California,Los Angeles,Michael,Gallegos
B-26586,2239,828,1,Electronics,Printers,UPI,2023-09-30,Robert Daniels,Illinois,Chicago,Robert,Daniels
B-26586,2450,1002,4,Electronics,Phones,Debit Card,2023-06-26,Michael Gallegos,California,Los Angeles,Michael,Gallegos
B-26586,2450,1002,4,Electronics,Phones,Debit Card,2023-09-30,Robert Daniels,Illinois,Chicago,Robert,Daniels
B-26841,9827,4208,13,Furniture,Chairs,Debit Card,2020-09-12,Jill Jones,New York,New York City,Jill,Jones
B-26841,8077,240,15,Furniture,Sofas,Credit Card,2020-09-12,Jill Jones,New York,New York City,Jill,Jones
B-26284,5152,2045,14,Electronics,Phones,UPI,2020-11-27,Elizabeth Miller,Illinois,Springfield,Elizabeth,Miller
B-26284,5152,2045,14,Electronics,Phones,UPI,2022-08-25,Sabrina Clark,California,Los Angeles,Sabrina,Clark
B-26284,5152,2045,14,Electronics,Phones,UPI,2023-08-23,Larry Casey,Illinois,Chicago,Larry,Casey
B-26284,5152,2045,14,Electronics,Phones,UPI,2023-10-11,Daniel Burns,New York,Rochester,Daniel,Burns
B-26478,2542,190,1,Office Supplies,Markers,Credit Card,2022-04-21,James Tanner,Texas,Houston,James,Tanner
B-26679,8102,1800,5,Office Supplies,Markers,UPI,2023-09-14,Leonard Gonzalez,California,San Francisco,Leonard,Gonzalez
B-26679,8102,1800,5,Office Supplies,Markers,UPI,2020-04-29,Richard Lee,New York,Buffalo,Richard,Lee
B-26679,8102,1800,5,Office Supplies,Markers,UPI,2020-12-15,Matthew Schroeder,Ohio,Cleveland,Matthew,Schroeder
B-26679,3234,1274,10,Furniture,Tables,EMI,2023-09-14,Leonard Gonzalez,California,San Francisco,Leonard,Gonzalez
B-26679,3234,1274,10,Furniture,Tables,EMI,2020-04-29,Richard Lee,New York,Buffalo,Richard,Lee
B-26679,3234,1274,10,Furniture,Tables,EMI,2020-12-15,Matthew Schroeder,Ohio,Cleveland,Matthew,Schroeder
B-26397,6200,2321,18,Furniture,Tables,Credit Card,2024-07-11,Marcus Flores,California,Los Angeles,Marcus,Flores
B-26397,6200,2321,18,Furniture,Tables,Credit Card,2024-09-21,Tonya Long,Florida,Miami,Tonya,Long
B-25957,4470,413,13,Electronics,Laptops,UPI,2025-02-02,Michael Chambers,California,Los Angeles,Michael,Chambers
B-26916,916,362,7,Office Supplies,Pens,UPI,2022-10-21,Kaylee Glover,Illinois,Springfield,Kaylee,Glover
B-26916,916,362,7,Office Supplies,Pens,UPI,2020-10-21,Pamela Patterson,California,San Francisco,Pamela,Patterson
B-26916,1165,302,20,Furniture,Sofas,UPI,2022-10-21,Kaylee Glover,Illinois,Springfield,Kaylee,Glover
B-26916,1165,302,20,Furniture,Sofas,UPI,2020-10-21,Pamela Patterson,California,San Francisco,Pamela,Patterson
B-26916,7846,677,12,Furniture,Chairs,UPI,2022-10-21,Kaylee Glover,Illinois,Springfield,Kaylee,Glover
B-26916,7846,677,12,Furniture,Chairs,UPI,2020-10-21,Pamela Patterson,California,San Francisco,Pamela,Patterson
B-25925,3022,384,1,Office Supplies,Pens,Credit Card,2022-01-11,Ronald Mckinney,Texas,Austin,Ronald,Mckinney
B-25925,3022,384,1,Office Supplies,Pens,Credit Card,2021-02-17,James Hart,Illinois,Chicago,James,Hart
B-25925,5266,1111,13,Electronics,Electronic Games,Debit Card,2022-01-11,Ronald Mckinney,Texas,Austin,Ronald,Mckinney
B-25925,5266,1111,13,Electronics,Electronic Games,Debit Card,2021-02-17,James Hart,Illinois,Chicago,James,Hart
B-25602,4853,1764,9,Office Supplies,Pens,Debit Card,2021-11-06,Rhonda Harris,Florida,Orlando,Rhonda,Harris
B-25602,4853,1764,9,Office Supplies,Pens,Debit Card,2022-08-30,Randy Fisher,Texas,Houston,Randy,Fisher
B-26592,9832,1270,1,Office Supplies,Pens,COD,2022-10-07,James Hernandez,California,San Francisco,James,Hernandez
B-26592,796,153,15,Office Supplies,Pens,Credit Card,2022-10-07,James Hernandez,California,San Francisco,James,Hernandez
B-26251,883,127,7,Furniture,Chairs,COD,2023-06-04,Brenda Murphy,California,San Francisco,Brenda,Murphy
B-26251,4539,1155,8,Furniture,Bookcases,Debit Card,2023-06-04,Brenda Murphy,California,San Francisco,Brenda,Murphy
B-26251,9659,2226,16,Office Supplies,Binders,Debit Card,2023-06-04,Brenda Murphy,California,San Francisco,Brenda,Murphy
B-25979,9562,325,2,Electronics,Printers,Debit Card,2022-05-13,Andrew Kirby,California,San Diego,Andrew,Kirby
B-25437,4688,1841,3,Electronics,Laptops,Credit Card,2023-01-23,Justin Thomas,California,San Francisco,Justin,Thomas
B-25437,4688,1841,3,Electronics,Laptops,Credit Card,2021-07-25,Jillian Johnson MD,California,San Diego,Jillian,Johnson MD
B-26986,7900,482,4,Electronics,Phones,COD,2025-03-08,William Martin,Ohio,Columbus,William,Martin
B-25990,6967,3257,17,Furniture,Bookcases,COD,2022-12-25,Mark Dixon,Ohio,Cincinnati,Mark,Dixon
B-25990,1091,277,6,Office Supplies,Paper,COD,2022-12-25,Mark Dixon,Ohio,Cincinnati,Mark,Dixon
B-25990,6027,1530,2,Office Supplies,Binders,Credit Card,2022-12-25,Mark Dixon,Ohio,Cincinnati,Mark,Dixon
B-25222,4852,218,2,Furniture,Tables,EMI,2024-04-24,Alicia Allen,Texas,Dallas,Alicia,Allen
B-25222,4852,218,2,Furniture,Tables,EMI,2021-12-24,Cynthia Meyer,Florida,Tampa,Cynthia,Meyer
B-25222,4852,218,2,Furniture,Tables,EMI,2023-09-07,Brandon Norton,Illinois,Springfield,Brandon,Norton
B-26402,4314,1453,6,Furniture,Sofas,COD,2021-08-10,Christina Scott,Florida,Tampa,Christina,Scott
B-26792,3288,1477,3,Office Supplies,Pens,EMI,2024-05-26,Andrew Macias,Texas,Austin,Andrew,Macias
B-26792,3288,1477,3,Office Supplies,Pens,EMI,2022-02-19,Alejandro Williams,Illinois,Springfield,Alejandro,Williams
B-25154,3977,813,5,Office Supplies,Binders,Credit Card,2024-12-09,Mark Rodriguez,New York,New York City,Mark,Rodriguez
B-26114,6252,1377,2,Electronics,Printers,EMI,2023-06-01,Sarah Montgomery,Illinois,Chicago,Sarah,Montgomery
B-26485,9084,3253,12,Office Supplies,Pens,Debit Card,2023-11-05,Marisa Prince,New York,Buffalo,Marisa,Prince
B-26191,8994,1481,15,Electronics,Phones,Credit Card,2020-06-21,James Bonilla,California,San Diego,James,Bonilla
B-26754,1089,176,16,Office Supplies,Markers,EMI,2020-10-26,Robin Myers,Texas,Dallas,Robin,Myers
B-25953,6690,1001,19,Office Supplies,Binders,UPI,2022-06-06,Nancy Sanchez,Illinois,Springfield,Nancy,Sanchez
B-25953,6690,1001,19,Office Supplies,Binders,UPI,2021-11-13,Sydney Walls,Illinois,Chicago,Sydney,Walls
B-25953,4985,1920,10,Furniture,Bookcases,Credit Card,2022-06-06,Nancy Sanchez,Illinois,Springfield,Nancy,Sanchez
B-25953,4985,1920,10,Furniture,Bookcases,Credit Card,2021-11-13,Sydney Walls,Illinois,Chicago,Sydney,Walls
B-26516,8590,3565,15,Electronics,Electronic Games,EMI,2021-11-11,Deborah Hoffman,Florida,Miami,Deborah,Hoffman
B-26516,6973,3038,10,Furniture,Tables,COD,2021-11-11,Deborah Hoffman,Florida,Miami,Deborah,Hoffman
B-26843,4591,1941,19,Electronics,Printers,EMI,2021-07-31,Megan Williams,Texas,Dallas,Megan,Williams
B-26843,9612,2572,17,Office Supplies,Pens,Credit Card,2021-07-31,Megan Williams,Texas,Dallas,Megan,Williams
B-26167,5343,655,1,Furniture,Chairs,EMI,2024-04-13,Shane Clark,California,San Diego,Shane,Clark
B-26972,6956,318,20,Office Supplies,Markers,Debit Card,2022-04-19,Steven Haynes,Illinois,Springfield,Steven,Haynes
B-25673,5306,2405,17,Furniture,Tables,EMI,2024-03-23,Kimberly Fuller,New York,Buffalo,Kimberly,Fuller
B-26587,8982,448,17,Furniture,Sofas,UPI,2021-05-07,Angela Lyons,New York,New York City,Angela,Lyons
B-26587,4826,562,5,Office Supplies,Paper,Debit Card,2021-05-07,Angela Lyons,New York,New York City,Angela,Lyons
B-26668,972,106,15,Office Supplies,Pens,EMI,2022-05-06,Betty Tucker,Ohio,Cincinnati,Betty,Tucker
B-26906,3665,802,4,Office Supplies,Markers,Credit Card,2021-08-09,Brianna Hunt,Florida,Miami,Brianna,Hunt
B-26906,3665,802,4,Office Supplies,Markers,Credit Card,2025-02-09,Cathy Clark,Florida,Tampa,Cathy,Clark
B-25226,9808,2117,2,Office Supplies,Pens,UPI,2024-04-23,Nicole Warren,California,Los Angeles,Nicole,Warren
B-25166,1133,73,17,Furniture,Chairs,UPI,2023-02-23,Richard Castaneda,Ohio,Cleveland,Richard,Castaneda
B-25166,1133,73,17,Furniture,Chairs,UPI,2024-06-06,Sarah Torres,California,San Diego,Sarah,Torres
B-25166,6248,1168,19,Furniture,Bookcases,COD,2023-02-23,Richard Castaneda,Ohio,Cleveland,Richard,Castaneda
B-25166,6248,1168,19,Furniture,Bookcases,COD,2024-06-06,Sarah Torres,California,San Diego,Sarah,Torres
B-25454,5666,2733,17,Electronics,Electronic Games,Credit Card,2025-01-27,Vanessa Deleon,Florida,Tampa,Vanessa,Deleon
B-26215,4171,1450,18,Office Supplies,Markers,COD,2023-04-07,Richard Lyons,Texas,Dallas,Richard,Lyons
B-25777,6236,2839,7,Electronics,Printers,Credit Card,2022-01-20,Eric Adams,Illinois,Springfield,Eric,Adams
B-25777,6236,2839,7,Electronics,Printers,Credit Card,2022-05-10,Chad Brown,Florida,Orlando,Chad,Brown
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,2024-05-29,Kayla Becker,California,Los Angeles,Kayla,Becker
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,2022-01-04,Ashley Freeman,Florida,Tampa,Ashley,Freeman
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,2024-05-02,Scott Harris,California,Los Angeles,Scott,Harris
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,2021-12-28,John James,Ohio,Columbus,John,James
B-26684,7434,2851,5,Office Supplies,Markers,UPI,2022-12-12,Jesse Bond,Illinois,Springfield,Jesse,Bond
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,2023-08-17,Brandon Hughes,Texas,Dallas,Brandon,Hughes
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,2021-11-29,Lynn Reynolds,Ohio,Cincinnati,Lynn,Reynolds
B-26726,3176,586,9,Furniture,Tables,EMI,2023-08-17,Brandon Hughes,Texas,Dallas,Brandon,Hughes
B-26726,3176,586,9,Furniture,Tables,EMI,2021-11-29,Lynn Reynolds,Ohio,Cincinnati,Lynn,Reynolds
B-26136,9144,2220,18,Office Supplies,Binders,Credit Card,2021-06-13,Ronald Good,Florida,Miami,Ronald,Good
B-26098,4146,865,19,Furniture,Tables,EMI,2022-07-04,Kyle Baker,Texas,Houston,Kyle,Baker
B-26098,3793,875,7,Furniture,Tables,EMI,2022-07-04,Kyle Baker,Texas,Houston,Kyle,Baker
B-25430,7169,2385,11,Furniture,Sofas,COD,2021-06-27,Michael Rivera,California,Los Angeles,Michael,Rivera
B-25430,4046,417,18,Furniture,Chairs,Credit Card,2021-06-27,Michael Rivera,California,Los Angeles,Michael,Rivera
B-25266,4164,905,11,Electronics,Phones,COD,2023-12-04,Lori Adkins,California,San Diego,Lori,Adkins
B-25266,5389,2196,5,Furniture,Tables,UPI,2023-12-04,Lori Adkins,California,San Diego,Lori,Adkins
B-25283,5448,2204,5,Furniture,Sofas,COD,2022-08-09,Luis Warner,New York,New York City,Luis,Warner
B-25227,4115,1285,1,Furniture,Sofas,UPI,2020-04-08,Donald Perry,Florida,Orlando,Donald,Perry
B-25227,4761,2231,12,Furniture,Tables,UPI,2020-04-08,Donald Perry,Florida,Orlando,Donald,Perry
B-25669,5899,2264,6,Office Supplies,Binders,EMI,2023-10-20,Adam Stevens,New York,Buffalo,Adam,Stevens
B-25064,6109,3040,9,Furniture,Chairs,EMI,2022-02-10,Kimberly Johnson,New York,Buffalo,Kimberly,Johnson
B-25064,6109,3040,9,Furniture,Chairs,EMI,2023-10-05,Kelly Jones,New York,Rochester,Kelly,Jones
B-25064,4628,1491,17,Electronics,Electronic Games,UPI,2022-02-10,Kimberly Johnson,New York,Buffalo,Kimberly,Johnson
B-25064,4628,1491,17,Electronics,Electronic Games,UPI,2023-10-05,Kelly Jones,New York,Rochester,Kelly,Jones
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,2022-09-22,Ashley Petty,Illinois,Peoria,Ashley,Petty
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,2021-04-03,Crystal Ross,Texas,Austin,Crystal,Ross
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2021-05-03,Alexis Duffy,California,Los Angeles,Alexis,Duffy
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2024-02-11,Stephanie Sanchez,Florida,Miami,Stephanie,Sanchez
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2025-02-04,Reginald Espinoza,Ohio,Cleveland,Reginald,Espinoza
B-25495,7519,402,14,Office Supplies,Paper,UPI,2022-10-12,Sandra Hicks,California,San Diego,Sandra,Hicks
B-25495,1564,674,13,Electronics,Electronic Games,Debit Card,2022-10-12,Sandra Hicks,California,San Diego,Sandra,Hicks
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2022-02-06,Olivia Orozco,Texas,Austin,Olivia,Orozco
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2020-11-09,Larry Moore,Florida,Tampa,Larry,Moore
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2023-05-03,Mrs. Rachel Cannon DDS,Florida,Tampa,Mrs.,Rachel Cannon DDS
B-25203,2321,505,6,Furniture,Chairs,EMI,2022-10-04,Daniel Flowers,Illinois,Springfield,Daniel,Flowers
B-25462,5730,482,6,Electronics,Laptops,COD,2024-08-21,Randy Acosta,Florida,Tampa,Randy,Acosta
B-26145,7441,867,12,Furniture,Sofas,COD,2021-11-20,Deborah Williams,Illinois,Chicago,Deborah,Williams
B-26145,7441,867,12,Furniture,Sofas,COD,2020-05-13,Robert Michael,Texas,Austin,Robert,Michael
B-25552,1732,766,7,Office Supplies,Binders,UPI,2023-02-28,Danny Ramirez,New York,New York City,Danny,Ramirez
B-25552,8788,3944,19,Office Supplies,Paper,EMI,2023-02-28,Danny Ramirez,New York,New York City,Danny,Ramirez
B-26069,838,271,11,Office Supplies,Markers,EMI,2021-01-21,Stephen Baker,Ohio,Columbus,Stephen,Baker
B-26069,838,271,11,Office Supplies,Markers,EMI,2022-02-28,Jeffrey Wilcox,Illinois,Peoria,Jeffrey,Wilcox
B-26069,3577,699,2,Furniture,Tables,UPI,2021-01-21,Stephen Baker,Ohio,Columbus,Stephen,Baker
B-26069,3577,699,2,Furniture,Tables,UPI,2022-02-28,Jeffrey Wilcox,Illinois,Peoria,Jeffrey,Wilcox
B-25120,7122,1836,6,Electronics,Phones,Debit Card,2024-04-25,James Clarke,Texas,Dallas,James,Clarke
B-25120,7122,1836,6,Electronics,Phones,Debit Card,2023-03-10,Julia Gallagher,Texas,Houston,Julia,Gallagher
B-25120,7122,1836,6,Electronics,Phones,Debit Card,2023-07-10,Ronald Frey Jr.,New York,New York City,Ronald,Frey Jr.
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,2024-04-25,James Clarke,Texas,Dallas,James,Clarke
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,2023-03-10,Julia Gallagher,Texas,Houston,Julia,Gallagher
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,2023-07-10,Ronald Frey Jr.,New York,New York City,Ronald,Frey Jr.
B-26146,2239,1094,18,Electronics,Printers,COD,2024-07-28,Megan Charles,Florida,Tampa,Megan,Charles
B-26146,4932,1153,1,Office Supplies,Markers,COD,2024-07-28,Megan Charles,Florida,Tampa,Megan,Charles
B-25549,4609,1084,8,Electronics,Printers,UPI,2023-07-30,Amy Duran MD,Florida,Orlando,Amy,Duran MD
B-25549,2328,788,4,Office Supplies,Paper,UPI,2023-07-30,Amy Duran MD,Florida,Orlando,Amy,Duran MD
B-25549,4734,958,7,Electronics,Printers,Debit Card,2023-07-30,Amy Duran MD,Florida,Orlando,Amy,Duran MD
B-25488,1388,345,5,Furniture,Sofas,UPI,2024-10-05,Christopher Thomas,New York,New York City,Christopher,Thomas
B-25488,8555,1638,8,Electronics,Laptops,Credit Card,2024-10-05,Christopher Thomas,New York,New York City,Christopher,Thomas
